insert into aluno values (999, '88687797166', 'João', 'João', '1952-12-09', 696653, '2007', null, 31, null);
insert into aluno values (2283, '23419449234', 'Felipe', 'Eduardo', '1984-04-14', 931617, '2013', 785, null, null);
insert into aluno values (2284, '93772497448', 'João', 'Davi', '2000-06-17', 581877, '2002', 786, null, null);
insert into aluno values (2285, '64494772876', 'Tomás', 'Gabriel', '1998-10-26', 247539, '2014', 787, null, null);
insert into aluno values (2286, '93159837462', 'Yuri', 'Benício', '1969-08-19', 972808, '2007', 788, null, null);
insert into aluno values (2287, '19189529971', 'Erick', 'Vitor', '1983-08-08', 326970, '1992', 789, null, null);
insert into aluno values (2288, '57927864395', 'João', 'Josué', '1997-05-31', 690779, '2019', 790, null, null);
insert into aluno values (2289, '92118482218', 'Lucca', 'Luiz', '1982-08-10', 353528, '1998', 791, null, null);
insert into aluno values (2290, '16376336272', 'Thomas', 'João', '1997-09-13', 100192, '1997', 792, null, null);
insert into aluno values (2291, '82752311341', 'Davi', 'Gabriel', '1979-07-12', 398692, '1991', 793, null, null);
insert into aluno values (2292, '49322842775', 'Nathan', 'Rodrigo', '1955-09-17', 864695, '1990', 794, null, null);
insert into aluno values (2293, '34884514883', 'Arthur', 'Arthur', '1950-02-21', 789100, '2016', 795, null, null);
insert into aluno values (2294, '74216634287', 'Caleb', 'Henrique', '1956-02-03', 119962, '1992', 796, null, null);
insert into aluno values (2295, '33346956796', 'Davi', 'Bento', '1974-12-24', 156264, '2010', 797, null, null);
insert into aluno values (2296, '39535875397', 'Guilherme', 'Lucca', '1988-10-06', 24335, '2015', 798, null, null);
insert into aluno values (2297, '58286428416', 'Davi', 'João', '1972-05-03', 55640, '2004', 799, null, null);
insert into aluno values (2298, '85372217111', 'Valentim', 'João', '1969-02-08', 776902, '1992', 800, null, null);
insert into aluno values (2299, '52978251918', 'Davi', 'Vitor', '1957-12-30', 17034, '2002', 801, null, null);
insert into aluno values (2300, '98159646457', 'Felipe', 'Pedro', '1992-06-02', 72958, '2019', 802, null, null);
insert into aluno values (2301, '48467829881', 'Miguel', 'Pietro', '1966-05-17', 657314, '1990', 803, null, null);
insert into aluno values (2302, '36635339168', 'Anthony', 'Benício', '1996-08-09', 100192, '2003', 804, null, null);
insert into aluno values (2303, '27293122595', 'Hugo', 'Miguel', '1984-01-28', 427416, '2019', 805, null, null);
insert into aluno values (2304, '23985837936', 'Benício', 'Vinícius', '1977-07-20', 48128, '1998', 806, null, null);
insert into aluno values (2305, '36875694283', 'Cauã', 'Eduardo', '1954-01-25', 565236, '2017', 807, null, null);
insert into aluno values (2306, '26796998641', 'Vitor', 'Guilherme', '2000-01-22', 917494, '2014', 808, null, null);
insert into aluno values (2307, '75624793822', 'Ícaro', 'Antônio', '1979-09-07', 167413, '2008', 809, null, null);
insert into aluno values (2308, '27589885594', 'João', 'Lucas', '1960-01-13', 809714, '2019', 810, null, null);
insert into aluno values (2309, '85692289913', 'Nicolas', 'Lorenzo', '1990-10-15', 640411, '2005', 811, null, null);
insert into aluno values (2310, '79851738218', 'João', 'Vicente', '1952-05-14', 774390, '1990', 812, null, null);
insert into aluno values (2311, '61692256253', 'Enzo', 'Thiago', '1963-12-24', 578334, '1998', 813, null, null);
insert into aluno values (2312, '61699845564', 'Otávio', 'Bernardo', '1984-01-08', 809714, '2012', 814, null, null);
insert into aluno values (2313, '97434192565', 'Enzo', 'Pedro', '1964-01-25', 68194, '2009', 815, null, null);
insert into aluno values (2314, '77344986958', 'Lucca', 'Miguel', '1964-03-15', 464746, '2010', 816, null, null);
insert into aluno values (2315, '19244116117', 'Pedro', 'Felipe', '1997-07-14', 795402, '1996', 817, null, null);
insert into aluno values (2316, '82571615514', 'Henrique', 'Valentim', '1958-10-15', 61472, '1992', 818, null, null);
insert into aluno values (2317, '45868457836', 'Gustavo', 'Gabriel', '1954-03-09', 590723, '2010', 819, null, null);
insert into aluno values (2318, '42713686198', 'Bento', 'Cauã', '1988-01-14', 950880, '1997', 820, null, null);
insert into aluno values (2319, '21893264944', 'Bruno', 'Miguel', '1984-11-05', 536249, '2015', 821, null, null);
insert into aluno values (2320, '67842698734', 'Joaquim', 'Anthony', '1981-01-08', 277057, '2019', 822, null, null);
insert into aluno values (2321, '56757833135', 'Davi', 'Lorenzo', '1970-12-25', 919967, '1993', 823, null, null);
insert into aluno values (2322, '53217874893', 'Rodrigo', 'Erick', '1974-06-02', 727538, '2003', 824, null, null);
insert into aluno values (2323, '93416292444', 'Heitor', 'Oliver', '1999-06-21', 959472, '2011', 825, null, null);
insert into aluno values (2324, '55477591443', 'Lucas', 'Gabriel', '1968-01-27', 903487, '2005', 826, null, null);
insert into aluno values (2325, '51179218971', 'Davi', 'Matteo', '1988-12-08', 471902, '2008', 827, null, null);
insert into aluno values (2326, '98673145918', 'Martin', 'Gabriel', '1990-01-07', 595638, '2016', 828, null, null);
insert into aluno values (2327, '51794443439', 'Antônio', 'João', '1958-08-27', 48128, '2007', 829, null, null);
insert into aluno values (2328, '43729291328', 'Thiago', 'Vitor', '2000-09-03', 435161, '2017', 830, null, null);
insert into aluno values (2329, '42179868639', 'Davi', 'Rafael', '1977-05-10', 89228, '1997', 831, null, null);
insert into aluno values (2330, '91246912119', 'Caleb', 'Gabriel', '1985-07-28', 464807, '2014', 832, null, null);
insert into aluno values (2331, '83443884224', 'João', 'Lucas', '1960-11-09', 367664, '1994', 833, null, null);
insert into aluno values (2332, '66878849173', 'Miguel', 'Benício', '1957-09-12', 215736, '1997', 834, null, null);
insert into aluno values (2333, '53599967998', 'Guilherme', 'Luiz', '1987-08-10', 590723, '2017', 835, null, null);
insert into aluno values (2334, '67291932985', 'Davi', 'Ryan', '1974-11-25', 599302, '2013', 836, null, null);
insert into aluno values (2335, '51159936643', 'Theodoro', 'Derick', '1989-01-10', 265105, '1998', 837, null, null);
insert into aluno values (2336, '69396324616', 'Antônio', 'Davi', '1954-11-13', 61472, '2017', 838, null, null);
insert into aluno values (2337, '47893598567', 'Miguel', 'Vitor', '1956-11-13', 107011, '2000', 839, null, null);
insert into aluno values (2338, '63377562318', 'Lucca', 'Vinícius', '1990-08-26', 246668, '1996', 840, null, null);
insert into aluno values (2339, '38876783338', 'Nicolas', 'Ícaro', '2000-04-22', 959805, '2019', 841, null, null);
insert into aluno values (2340, '47637142898', 'Lucas', 'João', '1957-05-21', 959472, '2010', 842, null, null);
insert into aluno values (2341, '43514966895', 'Pietro', 'Miguel', '1965-06-06', 871766, '2006', 843, null, null);
insert into aluno values (2342, '65895749481', 'Lucas', 'Felipe', '1979-09-06', 608714, '2003', 844, null, null);
insert into aluno values (2343, '51211768542', 'Arthur', 'Lucca', '1954-01-11', 686051, '2003', 845, null, null);
insert into aluno values (2344, '49482129184', 'Leonardo', 'Joaquim', '1971-02-18', 565699, '2015', 846, null, null);
insert into aluno values (2345, '27596533737', 'Davi', 'Henrique', '1995-12-18', 696653, '1990', 847, null, null);
insert into aluno values (2346, '11147289612', 'João', 'Thomas', '1991-09-28', 605058, '2008', 848, null, null);
insert into aluno values (2347, '47823483345', 'Pedro', 'Kauê', '1970-02-14', 224480, '2007', 849, null, null);
insert into aluno values (2348, '69546137189', 'Arthur', 'Arthur', '1986-02-16', 523577, '1992', 850, null, null);
insert into aluno values (2349, '15572476785', 'Henry', 'Lucas', '1956-09-01', 867960, '1998', 851, null, null);
insert into aluno values (2350, '21692559578', 'Enrico', 'João', '1970-04-21', 61472, '2018', 852, null, null);
insert into aluno values (2351, '35617912674', 'Antônio', 'Gabriel', '1983-12-29', 458181, '2010', 853, null, null);
insert into aluno values (2352, '79362829181', 'Arthur', 'Erick', '1995-05-03', 295185, '1995', 854, null, null);
insert into aluno values (2353, '99984686919', 'Enzo', 'Lucas', '1988-11-25', 631512, '1995', 855, null, null);
insert into aluno values (2354, '23384252874', 'Vitor', 'Pietro', '1993-02-02', 785856, '1991', 856, null, null);
insert into aluno values (2355, '38535951981', 'Rodrigo', 'Derick', '1978-01-19', 631512, '2015', 857, null, null);
insert into aluno values (2356, '55579655356', 'Luiz', 'Pietro', '2000-10-06', 647675, '2015', 858, null, null);
insert into aluno values (2357, '71724625966', 'João', 'Vicente', '1973-03-15', 944092, '1991', 859, null, null);
insert into aluno values (2358, '54553371779', 'Rafael', 'Luiz', '1987-05-05', 565699, '2003', 860, null, null);
insert into aluno values (2359, '74271842347', 'Samuel', 'Gabriel', '1982-05-03', 259185, '2002', 861, null, null);
insert into aluno values (2360, '39133591236', 'Miguel', 'Joaquim', '1978-06-21', 159741, '2005', 862, null, null);
insert into aluno values (2361, '19147928572', 'Henrique', 'Isaac', '1995-06-23', 180407, '2015', 863, null, null);
insert into aluno values (2362, '98775926294', 'Henrique', 'Arthur', '1951-10-10', 134507, '2008', 864, null, null);
insert into aluno values (2363, '85934717734', 'Joaquim', 'Lorenzo', '1994-03-31', 807634, '2016', 865, null, null);
insert into aluno values (2364, '83227818952', 'Luiz', 'Davi', '1977-02-02', 668227, '2002', 866, null, null);
insert into aluno values (2365, '94756161613', 'Vitor', 'Miguel', '1995-03-15', 224994, '2003', 867, null, null);
insert into aluno values (2366, '58938285113', 'Henrique', 'Bryan', '1999-03-05', 432287, '2015', 868, null, null);
insert into aluno values (2367, '89111377883', 'Pedro', 'João', '1958-11-17', 88749, '2011', 869, null, null);
insert into aluno values (2368, '52615362447', 'Théo', 'Josué', '1957-11-01', 110293, '2011', 870, null, null);
insert into aluno values (2369, '16539874213', 'Nicolas', 'Ícaro', '1960-01-25', 872229, '2010', 871, null, null);
insert into aluno values (2370, '54963441768', 'Isaac', 'Murilo', '2000-06-14', 479532, '2017', 872, null, null);
insert into aluno values (2371, '29585134682', 'Levi', 'Thomas', '2000-07-04', 418365, '2014', 873, null, null);
insert into aluno values (2372, '33391646573', 'Luiz', 'Miguel', '1978-08-23', 542793, '2015', 874, null, null);
insert into aluno values (2373, '44296352673', 'Eduardo', 'Luiz', '1971-05-10', 633043, '1992', 875, null, null);
insert into aluno values (2374, '85357695684', 'Otávio', 'Enrico', '1996-01-16', 221894, '1993', 876, null, null);
insert into aluno values (2375, '17877214318', 'Rodrigo', 'João', '1958-10-20', 501584, '2014', 877, null, null);
insert into aluno values (2376, '25651765787', 'Lucas', 'Rodrigo', '1954-07-01', 352570, '1999', 878, null, null);
insert into aluno values (2377, '45638812784', 'Lucas', 'Gabriel', '1981-06-27', 462727, '1992', 879, null, null);
insert into aluno values (2378, '65323727475', 'José', 'Gael', '2000-02-19', 774224, '2009', 880, null, null);
insert into aluno values (2379, '52839542477', 'Pedro', 'Théo', '1962-06-21', 682290, '1997', 881, null, null);
insert into aluno values (2380, '72448381169', 'Vinícius', 'Augusto', '1960-11-07', 38269, '1995', 882, null, null);
insert into aluno values (2381, '24551658728', 'Antônio', 'Vicente', '1997-05-22', 959805, '1993', 883, null, null);
insert into aluno values (2382, '94457546142', 'Felipe', 'João', '1969-12-12', 61472, '1993', 884, null, null);
insert into aluno values (2383, '45649664195', 'Vinícius', 'Davi', '1995-11-02', 38086, '1994', 885, null, null);
insert into aluno values (2384, '23522534833', 'Guilherme', 'Daniel', '1964-08-16', 259185, '2012', 886, null, null);
insert into aluno values (2385, '26792213437', 'Gael', 'João', '1993-08-24', 119962, '2018', 887, null, null);
insert into aluno values (2386, '22358223553', 'Cauã', 'Théo', '1957-03-06', 130463, '1996', 888, null, null);
insert into aluno values (2387, '73752994443', 'Yuri', 'Martin', '1976-09-17', 569547, '1991', 889, null, null);
insert into aluno values (2388, '59664638618', 'Arthur', 'Bento', '1978-04-07', 483482, '2005', 890, null, null);
insert into aluno values (2389, '89727337782', 'Miguel', 'Bryan', '1971-03-10', 338719, '2001', 891, null, null);
insert into aluno values (2390, '45766382332', 'Arthur', 'Vicente', '1962-02-08', 941922, '2012', 892, null, null);
insert into aluno values (2391, '22539773871', 'Breno', 'Enrico', '1985-06-22', 645286, '2018', 893, null, null);
insert into aluno values (2392, '17299136175', 'Enrico', 'Pedro', '1964-08-11', 173163, '2017', 894, null, null);
insert into aluno values (2393, '46941561845', 'Miguel', 'Arthur', '1978-03-22', 622747, '2002', 895, null, null);
insert into aluno values (2394, '69669367354', 'Breno', 'Emanuel', '1993-10-15', 576589, '2016', 896, null, null);
insert into aluno values (2395, '26685563826', 'Gabriel', 'Samuel', '1966-05-07', 586841, '2013', 897, null, null);
insert into aluno values (2396, '85636446519', 'Arthur', 'Davi', '1971-03-07', 292950, '1997', 898, null, null);
insert into aluno values (2397, '54756569354', 'Pedro', 'João', '1993-07-25', 168127, '2005', 899, null, null);
insert into aluno values (2398, '43498582969', 'Antônio', 'Théo', '1978-09-28', 37202, '2004', 900, null, null);
insert into aluno values (2399, '42152249824', 'Lucca', 'João', '1956-05-15', 542084, '2013', 901, null, null);
insert into aluno values (2400, '31633998562', 'Pedro', 'Bruno', '1957-08-25', 288811, '1991', 902, null, null);
insert into aluno values (2401, '79223138232', 'Thomas', 'Otto', '1982-08-31', 552236, '1994', 903, null, null);
insert into aluno values (2402, '99257758176', 'Bryan', 'Vitor', '1996-04-01', 188283, '2016', 904, null, null);
insert into aluno values (2403, '33539567194', 'Luiz', 'João', '1970-03-07', 525410, '1991', 905, null, null);
insert into aluno values (2404, '99382984827', 'José', 'Tomás', '1977-04-27', 535119, '1991', 906, null, null);
insert into aluno values (2405, '14971722321', 'Arthur', 'Davi', '1988-07-23', 581877, '1991', 907, null, null);
insert into aluno values (2406, '61879517747', 'Lucas', 'Samuel', '1979-01-16', 89378, '1997', 908, null, null);
insert into aluno values (2407, '15782969714', 'Luiz', 'Miguel', '1983-12-07', 159717, '1994', 909, null, null);
insert into aluno values (2408, '62193392154', 'Augusto', 'Emanuel', '1993-01-15', 773620, '2003', 910, null, null);
insert into aluno values (2409, '17139727585', 'Oliver', 'Bento', '1996-12-22', 448956, '2012', 911, null, null);
insert into aluno values (2410, '39436747932', 'Benício', 'Matteo', '1987-08-02', 217897, '2001', 912, null, null);
insert into aluno values (2411, '19348532283', 'Bernardo', 'Gabriel', '2000-06-18', 82432, '2004', 913, null, null);
insert into aluno values (2412, '38249793571', 'Bernardo', 'Miguel', '2000-12-08', 963280, '2009', 914, null, null);
insert into aluno values (2413, '18769455283', 'Joaquim', 'Felipe', '1964-01-25', 17034, '1990', 915, null, null);
insert into aluno values (2414, '15598152521', 'Hugo', 'Henry', '1997-07-09', 334957, '2001', 916, null, null);
insert into aluno values (2415, '28882381389', 'Arthur', 'Lorenzo', '1972-11-18', 324020, '2004', 917, null, null);
insert into aluno values (2416, '57841144918', 'Matheus', 'Kauê', '1959-04-28', 416674, '2014', 918, null, null);
insert into aluno values (2417, '42835345891', 'Felipe', 'Noah', '1984-07-06', 706209, '2014', 919, null, null);
insert into aluno values (2418, '31917447821', 'Enzo', 'Valentim', '1973-03-24', 963280, '2005', 920, null, null);
insert into aluno values (2419, '48113365357', 'Raul', 'Anthony', '1982-11-14', 523577, '1993', 921, null, null);
insert into aluno values (2420, '45359992977', 'Henrique', 'Miguel', '1951-08-30', 645286, '2017', 922, null, null);
insert into aluno values (2421, '83682513781', 'Raul', 'Miguel', '1985-08-08', 265105, '1994', 923, null, null);
insert into aluno values (2422, '49184661225', 'Henrique', 'Arthur', '1992-09-12', 579073, '1997', 924, null, null);
insert into aluno values (2423, '39549332263', 'Pedro', 'Gabriel', '1985-02-13', 501584, '2017', 925, null, null);
insert into aluno values (2424, '19718327639', 'Gabriel', 'Lucca', '1996-05-02', 24335, '2016', 926, null, null);
insert into aluno values (2425, '66545331679', 'Yuri', 'Lucas', '1995-08-07', 260304, '1997', 927, null, null);
insert into aluno values (2426, '93375697942', 'Théo', 'Antônio', '1962-03-24', 448956, '2015', 928, null, null);
insert into aluno values (2427, '72823783958', 'Kauê', 'Lucas', '1976-06-19', 603313, '1999', 929, null, null);
insert into aluno values (2428, '55395338642', 'Breno', 'Pedro', '1996-11-15', 448956, '2015', 930, null, null);
insert into aluno values (2429, '13754884321', 'Bryan', 'João', '1973-09-20', 469333, '2018', 931, null, null);
insert into aluno values (2430, '92942698282', 'Pietro', 'Ryan', '1973-07-26', 944746, '1990', 932, null, null);
insert into aluno values (2431, '75962575333', 'Lucca', 'Augusto', '1961-09-29', 635972, '2013', 933, null, null);
insert into aluno values (2432, '56994821831', 'Lucas', 'Rafael', '1982-05-29', 944078, '1990', 934, null, null);
insert into aluno values (2433, '62925918143', 'Thiago', 'Gael', '1968-05-03', 37202, '1994', 935, null, null);
insert into aluno values (2434, '71661151884', 'Théo', 'Lorenzo', '1953-04-16', 513460, '2000', 936, null, null);
insert into aluno values (2435, '13149915887', 'Enzo', 'Henrique', '1988-03-10', 716529, '2019', 937, null, null);
insert into aluno values (2436, '15539561632', 'Hugo', 'Lucca', '1964-05-09', 398692, '2005', 938, null, null);
insert into aluno values (2437, '78944216123', 'Gabriel', 'Gabriel', '1956-12-09', 663644, '1993', 939, null, null);
insert into aluno values (2438, '91244473458', 'João', 'Enrico', '1957-08-07', 24329, '1995', 940, null, null);
insert into aluno values (2439, '46525475651', 'Hugo', 'Kauê', '1954-11-12', 871766, '2015', 941, null, null);
insert into aluno values (2440, '55476549548', 'Daniel', 'Thomas', '1980-02-19', 595681, '2016', 942, null, null);
insert into aluno values (2441, '39172959577', 'Benjamin', 'Theodoro', '1994-11-14', 777801, '2000', 943, null, null);
insert into aluno values (2442, '86525415357', 'Miguel', 'Gabriel', '1972-09-25', 512406, '2000', 944, null, null);
insert into aluno values (2443, '79221368247', 'Yago', 'Caio', '1970-07-05', 171458, '2014', 945, null, null);
insert into aluno values (2444, '59977599634', 'Gabriel', 'Ícaro', '1951-07-31', 536249, '1991', 946, null, null);
insert into aluno values (2445, '49197988349', 'Nathan', 'Breno', '1973-10-07', 55189, '1995', 947, null, null);
insert into aluno values (2446, '25551226486', 'Lucas', 'Yuri', '1957-01-02', 239652, '2004', 948, null, null);
insert into aluno values (2447, '57526723643', 'Lucas', 'Cauã', '1995-07-22', 622747, '1999', 949, null, null);
insert into aluno values (2448, '92782146598', 'Lucca', 'Murilo', '1967-05-19', 708729, '1991', 950, null, null);
insert into aluno values (2449, '99131558943', 'Pedro', 'Henrique', '1993-09-21', 772925, '2014', 951, null, null);
insert into aluno values (2450, '86839588262', 'Miguel', 'João', '1952-02-16', 257889, '2019', 952, null, null);
insert into aluno values (2451, '25577762557', 'Leonardo', 'Vitor', '1976-01-17', 553363, '1992', 953, null, null);
insert into aluno values (2452, '28388927126', 'Guilherme', 'Miguel', '1961-03-17', 642925, '1991', 954, null, null);
insert into aluno values (2453, '59316393559', 'Otto', 'Ícaro', '1978-04-24', 706209, '2019', 955, null, null);
insert into aluno values (2454, '51386359764', 'Pedro', 'Henry', '1969-05-12', 833387, '2014', 956, null, null);
insert into aluno values (2455, '45871139748', 'Lucca', 'Vitor', '1956-02-12', 528412, '2002', 957, null, null);
insert into aluno values (2456, '33874966241', 'Anthony', 'Miguel', '1972-05-13', 509455, '2013', 958, null, null);
insert into aluno values (2457, '62165592946', 'Gabriel', 'Murilo', '1966-10-31', 667690, '1992', 959, null, null);
insert into aluno values (2458, '18536674115', 'Breno', 'Levi', '1998-06-14', 892872, '2004', 960, null, null);
insert into aluno values (2459, '92779173346', 'Arthur', 'José', '1969-11-22', 703812, '1998', 961, null, null);
insert into aluno values (2460, '52186123134', 'Murilo', 'Davi', '1967-06-12', 903487, '2009', 962, null, null);
insert into aluno values (2461, '33661391253', 'Guilherme', 'Pedro', '1987-06-16', 24335, '2017', 963, null, null);
insert into aluno values (2462, '73873861583', 'Miguel', 'Pietro', '1964-05-27', 120300, '2000', 964, null, null);
insert into aluno values (2463, '46925117976', 'Pedro', 'Lucas', '1965-08-16', 411285, '1997', 965, null, null);
insert into aluno values (2464, '87894491188', 'Valentim', 'Théo', '1988-10-17', 662077, '2004', 966, null, null);
insert into aluno values (2465, '41946622335', 'Vitor', 'Lucca', '1992-02-04', 409217, '2000', 967, null, null);
insert into aluno values (2466, '84814819871', 'Benjamin', 'Davi', '1965-06-23', 513070, '2004', 968, null, null);
insert into aluno values (2467, '57754375288', 'Ryan', 'Ravi', '1982-07-17', 991171, '1994', 969, null, null);
insert into aluno values (2468, '38764766375', 'José', 'Miguel', '1953-10-03', 513070, '2006', 970, null, null);
insert into aluno values (2469, '75378851762', 'Arthur', 'João', '1995-01-22', 983483, '1993', 971, null, null);
insert into aluno values (2470, '71192416581', 'Anthony', 'Felipe', '1969-07-06', 173163, '2006', 972, null, null);
insert into aluno values (2471, '79864995335', 'Guilherme', 'Luiz', '1960-12-06', 103234, '1995', 973, null, null);
insert into aluno values (2472, '28594213576', 'Gabriel', 'Otávio', '1969-05-15', 848991, '1994', 974, null, null);
insert into aluno values (2473, '24773777984', 'Guilherme', 'Luiz', '1986-08-21', 644024, '2016', 975, null, null);
insert into aluno values (2474, '62696787815', 'Valentim', 'Gabriel', '1969-08-29', 861645, '2014', 976, null, null);
insert into aluno values (2475, '32163448722', 'Heitor', 'Ícaro', '1950-11-01', 100192, '2002', 977, null, null);
insert into aluno values (2476, '73362364858', 'Henrique', 'Ryan', '1958-09-26', 222776, '1999', 978, null, null);
insert into aluno values (2477, '46975627992', 'Miguel', 'Arthur', '1960-03-27', 978506, '2000', 979, null, null);
insert into aluno values (2478, '61816532697', 'Bruno', 'Augusto', '2000-03-10', 448956, '1993', 980, null, null);
insert into aluno values (2479, '78849484664', 'Yuri', 'Eduardo', '1968-02-26', 762000, '2005', 981, null, null);
insert into aluno values (2480, '34444424784', 'Nathan', 'Enzo', '1988-02-16', 986197, '1996', 982, null, null);
insert into aluno values (2481, '69862687225', 'Vitor', 'Emanuel', '1996-12-27', 602169, '1994', 983, null, null);
insert into aluno values (2482, '64415482456', 'José', 'Ryan', '1960-04-18', 96385, '1994', 984, null, null);
insert into aluno values (2483, '22383611421', 'Tomás', 'Nicolas', '1952-01-10', 401391, '1993', 985, null, null);
insert into aluno values (2484, '41184911331', 'Rafael', 'Bruno', '1985-07-23', 427416, '1997', 986, null, null);
insert into aluno values (2485, '34149448329', 'Matteo', 'Davi', '1999-07-05', 9545, '1995', 987, null, null);
insert into aluno values (2486, '16998812711', 'Vitor', 'João', '1958-06-12', 618675, '2010', 988, null, null);
insert into aluno values (2487, '26243245418', 'Augusto', 'Arthur', '1989-01-13', 667690, '1993', 989, null, null);
insert into aluno values (2488, '81822619392', 'Henrique', 'Henry', '1970-08-17', 63110, '2016', 990, null, null);
insert into aluno values (2489, '18726396997', 'Gabriel', 'Bernardo', '1983-04-14', 469333, '1994', 991, null, null);
insert into aluno values (2490, '88721385587', 'Caio', 'Pedro', '1950-05-27', 636263, '2008', 992, null, null);
insert into aluno values (2491, '19162654575', 'Lucas', 'Ryan', '1971-05-01', 38086, '2002', 993, null, null);
insert into aluno values (2492, '46972926195', 'Hugo', 'Gabriel', '1989-06-21', 219845, '2005', 994, null, null);
insert into aluno values (2493, '25838191194', 'Josué', 'Rafael', '1967-04-11', 48128, '2001', 995, null, null);
insert into aluno values (2494, '45728868742', 'Henrique', 'Davi', '1995-07-26', 586841, '1992', 996, null, null);
insert into aluno values (2495, '55391358449', 'Luiz', 'João', '1994-06-01', 469333, '2007', 997, null, null);
insert into aluno values (2496, '83871988346', 'Davi', 'Pedro', '1992-09-04', 29767, '1992', 998, null, null);
insert into aluno values (2497, '84458272981', 'Gabriel', 'Pedro', '1960-05-10', 770978, '2014', 999, null, null);

